Invoice ID,Customer Name,Invoice Date,Due Date,Amount,Region
INV-11863,Anchor Logistics,2025-03-03,2025-04-02,3023.41,LATAM
INV-10678,Sterling Group,2025-02-20,2025-03-22,7165.57,EMEA
INV-11771,Granite Logistics,2025-09-05,2025-10-05,1539.55,North America
INV-10863,Crescent Partners,2025-09-27,2025-10-27,5959.58,APAC
INV-10239,Pinnacle Manufacturing,2025-11-22,2025-12-22,815.98,EMEA
INV-11564,Silverline Partners,2025-05-03,2025-06-17,3280.14,EMEA
INV-12637,Meridian Industries,2025-01-23,2025-02-22,1757.37,LATAM
INV-12011,Northgate Holdings,2025-05-26,2025-07-25,348.35,LATAM
INV-10101,Northgate Group,2025-07-19,2025-09-02,414.12,LATAM
INV-10316,Anchor Logistics,2025-01-24,2025-02-23,1508.55,North America
INV-10846,Crescent Supply Co.,2025-05-24,2025-06-23,2305.85,LATAM
INV-11433,Crescent Industries,2025-06-27,2025-08-26,3211.28,APAC
INV-12959,Meridian Consulting,2025-07-13,2025-09-11,4113.62,APAC
INV-11617,Silverline Retail,2025-09-06,2025-10-06,1936.97,North America
INV-10262,Ironwood Holdings,2025-08-16,2025-09-15,1403.08,APAC
INV-12420,Meridian Industries,2025-10-17,2025-11-16,448.62,
INV-12961,Atlas Supply Co.,2025-09-27,2025-10-27,704.82,APAC
INV-10196,Vantage Industries,2025-06-09,2025-07-24,2093.9,LATAM
INV-12984,Harbor Manufacturing,2025-08-02,2025-09-16,1919.56,
INV-12503,Redwood Manufacturing,2025-05-30,2025-06-29,1098.63,EMEA
INV-11766,Granite Consulting,2025-02-02,2025-02-17,693.03,APAC
INV-10180,Bluepeak Consulting,2025-12-11,2026-01-10,17122.56,North America
INV-12333,Vantage Partners,2025-11-06,2025-12-21,377.63,EMEA
INV-12271,Anchor Manufacturing,2025-07-14,2025-09-12,2024.16,APAC
INV-10841,Sterling Consulting,2025-12-16,2026-01-15,1415.85,APAC
INV-10341,Vantage Partners,2025-09-17,2025-10-02,706.27,LATAM
INV-12809,Pinnacle Holdings,2025-02-28,2025-03-30,3373.99,LATAM
INV-11191 ,Brightpath Partners,2025-02-17,2025-03-19,1627.56,North America
INV-10749,Northgate Partners,2025-08-08,2025-10-07,853.75,North America
INV-11092,Falcon Supply Co.,2025-11-17,2026-01-01,1431.53,LATAM
INV-10663,Anchor Logistics,2025-06-10,2025-07-10,1437.3,APAC
INV-10481,Brightpath Retail,2025-11-16,2026-01-15,1319.32,EMEA
INV-12352,Ironwood Group,2025-07-23,2025-08-07,2579.38,APAC
INV-12305,Harbor Partners,2025-07-26,2025-08-25,8920.44,North America
INV-12452,Redwood Consulting,2025-06-22,2025-07-22,700.2,APAC
INV-12782,Meridian Solutions,2025-11-24,2025-12-24,824.86,North America
INV-10550,Brightpath Holdings,2025-10-21,2025-12-05,859.55,EMEA
INV-12986,Bluepeak Retail,2025-10-07,2025-11-06,623.88,LATAM
INV-10784,Sterling Consulting,2025-12-08,2026-02-06,2564.52,North America
INV-12726,Vantage Solutions,2025-01-06,2025-02-05,1485.23,LATAM
INV-10743,Brightpath Logistics,2025-03-05,2025-04-04,843.59,LATAM
INV-12431,Cedar Industries,2025-12-21,2026-01-20,2460.56,LATAM
INV-11736,Meridian Group,2025-11-28,2025-12-13,345.61,LATAM
INV-12196,Crescent Partners,2025-12-21,2026-01-20,815.84,LATAM
INV-11420,Crescent Group,2025-10-08,2025-11-07,2338.0,North America
INV-12371,Cascade Supply Co.,2025-06-17,2025-07-17,1286.51,EMEA
INV-11840,Pinnacle Manufacturing,2025-08-29,2025-09-13,1227.45,North America
INV-10770,Brightpath Partners,2025-07-04,2025-08-03,7691.39,LATAM
INV-11238,Summit Partners,2025-12-25,2026-01-24,899.44,APAC
 INV-10248 ,Vantage Industries,2025-02-16,2025-03-18,822.22,APAC
INV-10860,Granite Supply Co.,2025-10-16,2025-11-15,2616.62,APAC
INV-11150,Cascade Logistics,2025-10-30,2025-11-29,690.72,APAC
INV-12738,Crescent Consulting,2025-05-03,2025-06-02,2014.46,North America
INV-10627,Silverline Retail,2025-10-17,2025-11-01,607.5,North America
INV-10348,Sterling Consulting,2025-02-13,2025-03-30,417.08,North America
INV-10279,Pinnacle Logistics,2025-09-03,2025-10-03,1576.28,North America
INV-11816,Northgate Retail,2025-03-16,2025-04-15,663.76,EMEA
INV-12296,Cedar Holdings,2025-07-15,2025-07-30,2369.09,LATAM
INV-10656,Anchor Industries,2025-06-03,2025-07-03,1561.34,APAC
INV-12471,Summit Supply Co.,2025-06-17,2025-07-17,3888.12,EMEA
INV-11345,Falcon Logistics,2025-10-18,2025-11-17,3479.34,APAC
INV-12642 ,Harbor Holdings,2025-05-29,2025-06-13,1216.53,North America
INV-12857,Sterling Group,2025-06-17,2025-07-17,775.78,North America
INV-11042,Sterling Supply Co.,2025-08-16,2025-09-30,979.46,North America
INV-11740,Northgate Retail,2025-04-05,2025-05-05,6901.9,North America
INV-10946,Meridian Holdings,2025-05-26,2025-06-10,565.06,North America
INV-12576,Silverline Retail,2025-05-06,2025-07-05,544.15,North America
INV-10446,Silverline Solutions,2025-08-10,2025-09-24,2704.59,North America
INV-10618,Union Partners,2025-04-02,2025-04-17,2844.63,EMEA
INV-13000,Brightpath Group,2025-02-01,2025-02-16,1287.25,North America
INV-11094,Vantage Supply Co.,2025-12-29,2026-01-28,1551.15,EMEA
INV-11091,Ironwood Supply Co.,2025-01-21,2025-02-20,1387.92,North America
INV-11152,Vantage Holdings,2025-07-07,2025-08-06,213.14,APAC
INV-11592,Pinnacle Group,2025-02-13,2025-03-15,150.0,LATAM
INV-12921,Pinnacle Holdings,2025-05-04,2025-05-19,775.15,EMEA
INV-10548,Redwood Solutions,2025-09-28,2025-11-27,1233.07,North America
INV-11806,Granite Supply Co.,2025-10-27,2025-11-26,355.77,LATAM
INV-12507,Falcon Retail,2025-02-19,2025-03-21,18000.0,EMEA
INV-10913,Sterling Consulting,2025-03-03,2025-04-02,1852.79,EMEA
INV-10264,Redwood Partners,2025-02-01,2025-03-03,588.78,EMEA
INV-11272,Brightpath Industries,2025-08-19,2025-10-18,2561.18,APAC
INV-12644,Cascade Group,2025-12-17,2026-01-31,823.13,North America
INV-11848,Redwood Logistics,2025-04-09,2025-05-09,678.88,North America
INV-10354,Brightpath Holdings,2025-05-26,2025-06-25,1281.84,APAC
INV-12584,Cascade Group,2025-04-22,2025-05-22,4452.46,North America
INV-10209,Falcon Retail,2025-01-23,2025-02-22,2353.23,LATAM
INV-10614,Granite Holdings,2025-11-13,2026-01-12,537.57,LATAM
INV-11802,Summit Retail,2025-01-04,2025-02-03,1401.65,LATAM
INV-10965,Sterling Group,2025-06-25,2025-08-24,1365.45,
INV-12721,Ironwood Logistics,2025-09-28,2025-11-27,8593.33,LATAM
INV-12020,Cedar Holdings,2025-07-24,2025-08-23,485.25,EMEA
INV-11160,Cedar Group,2025-09-23,2025-10-23,1105.06,LATAM
INV-12549,Harbor Supply Co.,2025-12-17,2026-01-31,3711.7,North America
INV-11965,Pinnacle Group,2025-04-12,2025-04-27,2440.71,APAC
INV-10058,Meridian Consulting,2025-03-23,2025-05-22,1120.7,LATAM
INV-12308,Harbor Industries,2025-08-31,2025-09-30,1255.29,LATAM
INV-10812,Sterling Retail,2025-08-03,2025-09-02,996.49,EMEA
INV-12683,Falcon Logistics,2025-01-23,2025-02-07,1100.47,APAC
INV-10562,Bluepeak Retail,2025-07-15,2025-08-14,9584.1,LATAM
INV-12072,Meridian Industries,2025-05-28,2025-07-27,4503.08,LATAM
INV-10230,Summit Group,2025-12-13,2026-01-27,2728.86,North America
INV-12526,Northgate Manufacturing,2025-11-03,2026-01-02,2285.68,North America
INV-12898,Northgate Consulting,2025-02-23,2025-03-25,6989.94,EMEA
INV-12375,Granite Manufacturing,2025-01-08,2025-02-07,4046.71,North America
INV-11006,Brightpath Retail,2025-02-23,2025-04-09,2109.35,APAC
INV-12720,Granite Group,2025-03-18,2025-04-17,1654.4,EMEA
INV-12593,Falcon Holdings,2025-08-29,2025-09-28,1398.4,APAC
INV-12814,Meridian Group,2025-02-23,2025-03-10,1108.63,LATAM
INV-12685,Atlas Industries,2025-01-01,2025-01-31,2001.3,EMEA
INV-12182,Ironwood Industries,2025-11-22,2026-01-06,1073.09,EMEA
INV-12528,Bluepeak Consulting,2025-01-21,2025-02-20,2555.91,EMEA
INV-10708,Meridian Supply Co.,2025-10-12,2025-11-11,7181.87,APAC
INV-10425,Anchor Industries,2025-07-10,2025-08-09,2646.09,EMEA
INV-10070,Ironwood Manufacturing,2025-09-24,2025-11-08,828.31,APAC
INV-10872,Sterling Consulting,2025-04-25,2025-06-24,721.64,LATAM
INV-11069,Cedar Holdings,2025-12-11,2026-01-10,971.72,APAC
INV-11718,Granite Industries,2025-04-10,2025-06-09,1757.15,APAC
INV-11923,Ironwood Holdings,2025-05-12,2025-07-11,563.71,LATAM
INV-11209,Crescent Consulting,2025-04-28,2025-05-28,418.91,North America
INV-12598,Pinnacle Partners,2025-04-08,2025-05-08,1790.33,EMEA
INV-11090,Bluepeak Group,2025-01-03,2025-02-02,1240.52,EMEA
INV-11832,Meridian Partners,2025-08-15,2025-09-29,1826.02,APAC
INV-10621,Pinnacle Holdings,2025-07-11,2025-08-10,726.74,EMEA
 INV-11495 ,Pinnacle Consulting,2025-07-08,2025-08-07,5930.71,LATAM
INV-11222,Crescent Partners,2025-05-03,2025-07-02,1956.36,EMEA
INV-11884,Meridian Supply Co.,2025-12-28,2026-01-27,868.51,LATAM
INV-11056,Atlas Solutions,2025-08-23,2025-09-22,808.79,North America
INV-12779,Cascade Industries,2025-11-06,2025-12-06,1400.26,LATAM
INV-12081,Ironwood Holdings,2025-09-10,2025-10-10,1481.0,EMEA
INV-10933,Cascade Industries,2025-04-07,2025-05-07,402.13,LATAM
INV-12682,Northgate Holdings,2025-11-18,2026-01-02,1127.95,North America
INV-11422,Sterling Retail,2025-05-11,2025-06-10,3886.47,APAC
INV-10280,Cascade Solutions,2025-09-09,2025-11-08,1046.51,North America
INV-11504,Crescent Solutions,2025-09-24,2025-11-23,1475.81,LATAM
INV-11533,Sterling Holdings,2025-06-17,2025-07-17,1980.0,EMEA
INV-10930,Sterling Holdings,2025-09-09,2025-11-08,1395.24,EMEA
INV-11585,Union Industries,2025-12-31,2026-01-30,2177.5,LATAM
INV-12866,Summit Retail,2025-08-17,2025-09-16,1122.12,APAC
INV-10554,Cascade Group,2025-08-21,2025-09-20,1861.2,LATAM
INV-10835,Atlas Manufacturing,2025-12-18,2026-02-16,1434.8,APAC
INV-12941,Redwood Supply Co.,2025-04-06,2025-05-06,3629.73,EMEA
INV-10597,Bluepeak Manufacturing,2025-07-14,2025-08-13,1161.09,APAC
INV-12723,Vantage Industries,2025-11-27,2026-01-26,570.77,APAC
INV-10803,Silverline Holdings,2025-06-17,2025-07-02,1614.06,LATAM
INV-12152,Harbor Supply Co.,2025-02-15,2025-04-01,6603.29,LATAM
INV-10310,Summit Group,2025-01-27,2025-02-26,1246.72,North America
INV-12737,Brightpath Industries,2025-02-09,2025-03-11,1094.85,North America
INV-10441,Anchor Logistics,2025-02-03,2025-03-05,2091.55,LATAM
INV-10509,Redwood Group,2025-05-28,2025-06-12,1546.38,LATAM
INV-10077,Falcon Supply Co.,2025-10-08,2025-10-23,1600.93,APAC
INV-11939,Cascade Industries,2025-02-24,2025-03-26,3933.2,APAC
INV-10650,Harbor Solutions,2025-01-07,2025-02-06,2769.95,LATAM
INV-10523,Granite Consulting,2025-11-30,2026-01-14,815.37,North America
INV-12457,Silverline Manufacturing,2025-12-25,2026-01-24,904.69,LATAM
INV-12108,Silverline Holdings,2025-08-03,2025-09-02,2629.51,APAC
INV-12914,Redwood Manufacturing,2025-02-23,2025-03-25,2928.16,APAC
INV-10655,Redwood Partners,2025-03-27,2025-04-26,15003.28,LATAM
INV-12125,Brightpath Group,2025-06-17,2025-08-01,1510.54,EMEA
INV-12540,Anchor Industries,2025-11-15,2025-12-15,1555.33,APAC
INV-11503,Harbor Holdings,2025-03-08,2025-04-22,708.83,LATAM
INV-11682,Crescent Solutions,2025-02-24,2025-03-11,1448.41,EMEA
INV-10631,Redwood Manufacturing,2025-06-11,2025-06-26,322.72,EMEA
INV-11841,Ironwood Group,2025-02-03,2025-03-05,1318.59,North America
INV-11537,Summit Consulting,2025-06-20,2025-07-20,2350.16,North America
INV-12548,Bluepeak Manufacturing,2025-05-19,2025-06-03,890.43,North America
INV-10483,Crescent Group,2025-10-13,2025-11-12,348.7,EMEA
INV-11963,Anchor Supply Co.,2025-06-13,2025-07-13,2366.13,EMEA
INV-11476,Union Logistics,2025-07-13,2025-08-27,2653.02,North America
INV-12580,Redwood Logistics,2025-09-11,2025-10-11,7206.64,APAC
INV-11512,Ironwood Supply Co.,2025-09-17,2025-11-01,1243.53,North America
INV-10439,Redwood Group,2025-07-04,2025-08-18,319.56,APAC
INV-11748,Cascade Supply Co.,2025-03-31,2025-05-30,2323.86,North America
INV-11861,Meridian Supply Co.,2025-01-07,2025-03-08,1311.76,North America
INV-12122,Harbor Partners,2025-06-23,2025-07-23,2999.33,EMEA
INV-10857,Crescent Industries,2025-10-22,2025-11-21,699.86,EMEA
INV-12019,Union Logistics,2025-02-06,2025-03-23,2622.48,North America
INV-10167,Pinnacle Solutions,2025-01-02,2025-02-01,3102.16,LATAM
INV-10060,,2025-08-24,2025-09-23,3561.69,EMEA
INV-10612,Ironwood Group,2025-12-29,2026-01-28,1408.07,EMEA
INV-10531,Atlas Solutions,2025-01-08,2025-03-09,2629.98,APAC
INV-11738,Brightpath Group,2025-10-20,2025-12-19,566.22,North America
INV-10050,Silverline Holdings,2025-07-09,2025-08-23,302.86,EMEA
INV-11510,Harbor Manufacturing,2025-01-06,2025-03-07,5595.83,APAC
INV-11227,Vantage Holdings,2025-06-27,2025-07-27,1539.83,EMEA
INV-10859,Crescent Industries,2025-10-30,2025-11-14,900.54,EMEA
INV-11721,Bluepeak Group,2025-03-11,2025-03-26,2349.12,LATAM
INV-10049,Brightpath Holdings,2025-02-27,2025-03-14,2016.78,North America
INV-10720,Summit Partners,2025-08-06,2025-08-21,1406.34,APAC
INV-11197,Crescent Manufacturing,2025-04-30,2025-05-15,1454.37,LATAM
INV-11303,Granite Group,2025-06-26,2025-07-26,1264.63,North America
INV-12262,Ironwood Partners,2025-04-16,2025-05-16,2129.97,North America
INV-11613,Summit Supply Co.,2025-03-09,2025-04-23,3277.38,APAC
INV-10633,Brightpath Solutions,2025-03-25,2025-05-09,1284.07,LATAM
INV-12045,Redwood Consulting,2025-11-16,2025-12-16,706.15,EMEA
INV-12708,Ironwood Holdings,2025-12-26,2026-01-10,1512.49,APAC
INV-11761,Crescent Solutions,2025-12-23,2026-01-22,6476.71,EMEA
INV-11781,Vantage Manufacturing,2025-07-27,2025-08-26,417.51,LATAM
INV-10026,Northgate Solutions,2025-06-10,2025-06-25,1635.71,LATAM
INV-12372,Redwood Retail,2025-11-16,2025-12-16,903.74,LATAM
INV-10220,Sterling Holdings,2025-02-20,2025-04-21,1593.5,LATAM
INV-11308,Cedar Group,2025-05-08,2025-06-07,1468.2,LATAM
INV-10277,Summit Consulting,2025-09-15,2025-10-15,1770.74,APAC
INV-12173,Brightpath Retail,2025-05-13,2025-06-12,1110.02,North America
INV-11271,Falcon Retail,2025-04-21,2025-05-21,3952.8,North America
INV-11261,Falcon Holdings,2025-08-03,2025-10-02,2446.7,APAC
INV-11310,Harbor Industries,2025-11-17,2025-12-17,2269.3,APAC
INV-11033,Harbor Industries,2025-12-09,2026-01-08,2120.27,North America
INV-12156,Northgate Holdings,2025-10-15,2025-12-14,850.03,North America
INV-10362,Sterling Logistics,2025-04-20,2025-05-20,5880.9,EMEA
INV-11813,Meridian Manufacturing,2025-10-17,2025-11-16,6316.99,LATAM
INV-11573,,2025-09-11,2025-11-10,1927.93,North America
INV-12051,Redwood Solutions,2025-11-13,2025-12-28,3110.65,LATAM
INV-12350,Northgate Retail,2025-01-14,2025-01-29,1040.22,LATAM
INV-12534,Meridian Supply Co.,2025-03-13,2025-04-27,647.54,APAC
INV-11868,Summit Retail,2025-10-25,2025-12-09,4080.74,LATAM
INV-12677,Vantage Industries,2025-11-18,2026-01-02,2027.76,North America
INV-11879,Redwood Retail,2025-09-16,2025-10-16,325.35,APAC
INV-11344,Meridian Supply Co.,2025-10-05,2025-12-04,4322.47,EMEA
INV-12647,Crescent Partners,2025-04-16,2025-05-16,1060.55,EMEA
INV-11507,Brightpath Retail,2025-08-27,2025-10-26,2770.4,EMEA
INV-10298,Vantage Holdings,2025-12-03,2026-01-02,1951.92,North America
INV-11211,Falcon Partners,2025-10-09,2025-11-23,483.24,EMEA
INV-10938,Silverline Solutions,2025-04-09,2025-05-09,2800.41,EMEA
INV-10241,Harbor Partners,2025-08-14,2025-08-29,725.41,APAC
INV-11217,Silverline Solutions,2025-12-31,2026-02-14,807.43,EMEA
INV-10959,Ironwood Logistics,2025-05-22,2025-06-21,2472.02,EMEA
INV-10583,Harbor Supply Co.,2025-12-23,2026-01-22,2616.27,EMEA
INV-11993,Vantage Logistics,2025-03-14,2025-04-13,4315.73,APAC
INV-11229,Harbor Supply Co.,2025-05-14,2025-06-13,3524.49,North America
INV-11361,Brightpath Consulting,2025-07-07,2025-08-06,1460.04,
INV-11413,Summit Holdings,2025-12-17,2026-01-16,2231.21,North America
INV-11703,Anchor Manufacturing,2025-01-28,2025-02-27,2620.84,EMEA
INV-10351,Cedar Group,2025-07-10,2025-08-09,1958.27,LATAM
INV-12763,Cedar Holdings,2025-02-15,2025-03-02,3313.7,LATAM
INV-11407,Bluepeak Consulting,2025-06-15,2025-08-14,411.73,North America
INV-10350,Summit Group,2025-09-26,2025-11-10,1221.58,APAC
INV-11966,Bluepeak Retail,2025-04-04,2025-05-04,1604.59,EMEA
INV-11400,Atlas Solutions,2025-03-17,2025-04-16,819.58,North America
INV-10644,Meridian Consulting,2025-06-12,2025-07-12,382.67,North America
INV-12515,Vantage Logistics,2025-01-06,2025-01-21,1322.25,North America
INV-10945,Meridian Manufacturing,2025-06-26,2025-07-26,7800.74,North America
INV-12410,Ironwood Logistics,2025-08-07,2025-08-22,526.66,
INV-10658,Silverline Industries,2025-08-23,2025-09-07,1448.51,APAC
INV-11950,Northgate Partners,2025-05-11,2025-06-10,1413.39,EMEA
INV-11451,Granite Consulting,2025-11-02,2025-12-02,1954.62,North America
INV-11262,Pinnacle Solutions,2025-07-25,2025-08-24,1585.1,EMEA
INV-12483,Meridian Solutions,2025-07-18,2025-08-17,8895.17,APAC
INV-10648,Cascade Holdings,2025-02-22,2025-03-09,1409.7,APAC
INV-12388,Sterling Retail,2025-11-14,2025-11-29,644.32,EMEA
INV-11135,Harbor Partners,2025-02-20,2025-03-22,1188.28,LATAM
INV-11731,Vantage Solutions,2025-09-16,2025-10-01,1210.61,LATAM
INV-12709,Meridian Group,2025-01-02,2025-02-01,1078.93,APAC
INV-10539,Redwood Solutions,2025-05-14,2025-07-13,3661.63,EMEA
INV-11072,Meridian Partners,2025-08-05,2025-08-20,2274.09,North America
INV-11546,Vantage Partners,2025-03-29,2025-04-13,2257.24,APAC
INV-12391,Cascade Solutions,2025-05-02,2025-07-01,281.02,APAC
INV-12461,Cascade Solutions,2025-06-16,2025-08-15,1585.03,EMEA
INV-12164,Northgate Manufacturing,2025-06-24,2025-07-24,4130.42,LATAM
INV-11513,Brightpath Industries,2025-02-28,2025-04-29,776.55,APAC
INV-11609,Falcon Retail,2025-02-01,2025-04-02,1979.84,EMEA
INV-10802,Crescent Manufacturing,2025-02-05,2025-03-07,930.35,APAC
INV-10787,Atlas Holdings,2025-03-27,2025-04-26,3135.46,APAC
INV-12712,Crescent Group,2025-05-31,2025-06-30,5878.94,LATAM
INV-10141,Silverline Partners,2025-04-24,2025-05-24,1816.59,APAC
INV-10789,Cascade Manufacturing,2025-05-20,2025-07-04,1389.71,APAC
INV-11732,Sterling Holdings,2025-09-03,2025-11-02,1080.97,LATAM
INV-12879,Cascade Industries,2025-05-26,2025-07-10,1925.56,EMEA
INV-12155,Atlas Industries,2025-03-26,2025-05-25,476.21,APAC
INV-10715,Crescent Logistics,2025-04-23,2025-05-23,1431.0,APAC
INV-10804,Harbor Manufacturing,2025-01-05,2025-02-04,976.48,APAC
INV-11337,Atlas Solutions,2025-09-13,2025-09-28,852.3,North America
INV-11565,Cascade Manufacturing,2025-09-04,2025-10-04,2873.14,APAC
INV-12761,Crescent Consulting,2025-03-28,2025-04-27,2608.62,North America
INV-11098,Redwood Holdings,2025-12-06,2026-01-05,245.09,APAC
INV-10619,Vantage Supply Co.,2025-05-04,2025-06-03,2282.23,APAC
INV-10407,Redwood Holdings,2025-07-02,2025-07-17,566.31,APAC
INV-12491,Granite Supply Co.,2025-11-20,2025-12-20,1461.98,APAC
INV-11519,Silverline Solutions,2025-08-25,2025-09-24,588.89,APAC
INV-12574,Falcon Industries,2025-07-27,2025-08-11,1414.9,North America
INV-12718,Crescent Group,2025-03-17,2025-04-16,3283.64,North America
INV-11785,Anchor Manufacturing,2025-06-23,2025-08-22,1594.31,LATAM
INV-10498,Brightpath Logistics,2025-04-08,2025-04-23,1247.25,APAC
INV-10343,Northgate Partners,2025-05-27,2025-06-11,1845.43,LATAM
INV-12175,Meridian Holdings,2025-09-18,2025-11-02,698.11,North America
INV-12282,Harbor Logistics,2025-09-18,2025-10-18,804.48,APAC
INV-10783,Silverline Solutions,2025-08-21,2025-10-05,2084.28,APAC
INV-11489,Bluepeak Consulting,2025-01-17,2025-03-18,374.99,APAC
INV-10304,Northgate Manufacturing,2025-06-29,2025-07-14,2564.02,EMEA
INV-12662,Falcon Solutions,2025-12-19,2026-01-18,661.45,EMEA
INV-10665,Summit Supply Co.,2025-06-16,2025-07-16,779.33,LATAM
INV-11657,Redwood Holdings,2025-03-19,2025-05-18,1722.64,LATAM
INV-11291,Vantage Partners,2025-12-02,2026-01-01,2014.69,EMEA
INV-11456,Vantage Industries,2025-01-17,2025-02-16,303.48,APAC
INV-12982,Harbor Partners,2025-12-14,2026-01-13,4652.31,EMEA
INV-10085,Bluepeak Consulting,2025-08-01,2025-09-30,715.05,EMEA
INV-12229,Falcon Partners,2025-05-03,2025-06-02,275.92,APAC
INV-10942,Brightpath Solutions,2025-12-15,2025-12-30,3246.11,APAC
INV-10962,Crescent Solutions,2025-01-14,2025-03-15,4896.31,APAC
INV-10842,Redwood Partners,2025-04-20,2025-05-20,2717.15,APAC
INV-11353,Crescent Solutions,2025-04-08,2025-05-23,2409.84,EMEA
INV-12760,Redwood Supply Co.,2025-09-13,2025-09-28,2592.66,APAC
INV-12924,Cascade Industries,2025-07-01,2025-07-31,1397.21,EMEA
INV-11508,Harbor Solutions,2025-11-12,2025-12-12,3497.4,North America
INV-10291,Summit Solutions,2025-02-13,2025-02-28,1227.44,North America
INV-11823,Redwood Solutions,2025-12-17,2026-02-15,1209.1,North America
INV-11136,Atlas Holdings,2025-06-19,2025-07-19,3525.15,EMEA
INV-10605,Atlas Solutions,2025-09-13,2025-10-28,2147.57,APAC
INV-12751,Granite Consulting,2025-11-17,2025-12-02,7186.27,EMEA
INV-10917,Cedar Group,2025-02-04,2025-02-19,2558.32,LATAM
INV-11264,Summit Retail,2025-02-21,2025-04-22,646.38,EMEA
INV-12773,Bluepeak Supply Co.,2025-03-23,2025-05-07,1262.57,North America
INV-12114,Atlas Holdings,2025-07-19,2025-09-17,600.66,APAC
INV-11314,Summit Retail,2025-11-13,2025-12-13,2445.56,LATAM
INV-10822,Atlas Consulting,2025-03-21,2025-04-05,5262.77,LATAM
INV-12485,Ironwood Group,2025-02-24,2025-03-26,902.71,LATAM
INV-11001,Northgate Holdings,2025-08-16,2025-09-15,5215.65,APAC
INV-11362,Meridian Supply Co.,2025-04-17,2025-06-16,2493.3,North America
INV-10019,Atlas Consulting,2025-02-17,2025-03-19,653.78,LATAM
INV-11809,Granite Logistics,2025-12-01,2026-01-30,356.71,LATAM
INV-12004,Anchor Manufacturing,2025-08-23,2025-09-22,1121.96,EMEA
INV-12094,Ironwood Consulting,2025-02-20,2025-03-22,531.15,
INV-11273,Cascade Supply Co.,2025-07-04,2025-08-03,553.86,APAC
INV-11566,Summit Solutions,2025-04-17,2025-06-16,1149.18,LATAM
INV-12023 ,Summit Holdings,2025-11-28,2026-01-27,5037.13,North America
INV-11784,Vantage Manufacturing,2025-05-29,2025-07-13,2933.79,LATAM
INV-12012,Meridian Consulting,2025-07-11,2025-08-25,745.12,APAC
INV-11964,Pinnacle Industries,2025-05-14,2025-06-13,2645.71,APAC
INV-12276,Meridian Solutions,2025-12-22,2026-01-21,557.11,LATAM
INV-10361,Vantage Partners,2025-01-10,2025-02-09,2362.35,EMEA
INV-12749,Cascade Logistics,2025-09-02,2025-10-17,2095.8,APAC
INV-11126,Crescent Group,2025-10-11,2025-11-25,527.57,North America
INV-11274,Harbor Solutions,2025-06-26,2025-07-11,1113.47,North America
INV-11671,Meridian Supply Co.,2025-10-31,2025-11-30,1193.88,LATAM
INV-10345,Falcon Industries,2025-08-19,2025-10-03,968.81,APAC
INV-10987,Falcon Industries,2025-06-14,2025-07-29,5727.64,North America
INV-11554,Bluepeak Group,2025-06-08,2025-08-07,703.32,LATAM
INV-11744,Brightpath Industries,2025-12-17,2026-01-01,4211.99,North America
INV-11346,Bluepeak Group,2025-06-15,2025-08-14,389.0,APAC
INV-12875,Granite Manufacturing,2025-07-10,2025-08-09,1439.49,North America
INV-11162,Meridian Partners,2025-02-22,2025-04-23,11635.88,APAC
INV-12190,Anchor Logistics,2025-06-03,2025-06-18,2514.17,
INV-10086,Granite Supply Co.,2025-12-23,2026-01-22,942.39,LATAM
INV-12079,Harbor Manufacturing,2025-03-08,2025-04-07,1305.7,EMEA
INV-10669,Pinnacle Consulting,2025-05-30,2025-07-29,150.0,LATAM
INV-11015,Granite Consulting,2025-05-12,2025-07-11,7061.18,LATAM
INV-10129,Meridian Partners,2025-08-11,2025-09-10,1619.2,APAC
INV-11978,Vantage Manufacturing,2025-04-03,2025-05-03,3473.0,North America
INV-11730,Pinnacle Partners,2025-08-02,2025-08-17,7741.61,LATAM
INV-10892,Atlas Consulting,2025-08-09,2025-10-08,2336.82,LATAM
INV-12116,Summit Group,2025-09-24,2025-10-24,932.72,North America
INV-10308,Summit Group,2025-08-21,2025-09-20,869.21,APAC
INV-10384,Granite Group,2025-12-23,2026-01-22,922.25,LATAM
INV-12064,Harbor Partners,2025-09-11,2025-11-10,1348.98,APAC
INV-12919,Cedar Logistics,2025-08-05,2025-09-04,1616.89,North America
INV-10427,Summit Partners,2025-11-29,2025-12-29,621.15,North America
INV-10495,Anchor Supply Co.,2025-01-27,2025-03-13,5830.23,EMEA
INV-12619,Anchor Supply Co.,2025-06-22,2025-07-22,2234.01,North America
INV-12448,Union Retail,2025-02-01,2025-03-03,1198.75,North America
INV-12213,Falcon Manufacturing,2025-03-07,2025-04-06,3275.09,EMEA
INV-12244,Harbor Logistics,2025-10-21,2025-11-20,362.19,APAC
INV-11322,Vantage Manufacturing,2025-06-19,2025-07-04,2384.45,North America
INV-10276,Meridian Consulting,2025-09-20,2025-11-04,2243.73,LATAM
INV-10490,Bluepeak Manufacturing,2025-09-17,2025-11-01,3273.04,LATAM
INV-11231,Cascade Group,2025-06-24,2025-07-09,896.28,APAC
INV-10691,Ironwood Partners,2025-04-29,2025-05-29,1069.7,EMEA
INV-11338,Summit Holdings,2025-01-31,2025-03-02,1127.52,North America
INV-11798,Crescent Consulting,2025-08-15,2025-09-14,723.12,LATAM
INV-12422,Silverline Manufacturing,2025-11-22,2026-01-21,4241.32,North America
